KO	X103post	X103pre	X104post	X104pre	X107post	X107pre	X109post	X109pre	X111post	X111pre	X116post	X116pre	X118post	X118pre	X119post	X119pre	X123post	X123pre	X124post	X124pre	X127post	X127pre	X130post	X130pre	X133post	X133pre	X138post	X138pre	X139post	X139pre	X140post	X140pre
K02961	17	1	31	17	16	13	16	7	10	8	6	11	16	13	9	7	9	6	5	2	19	28	10	12	7	11	10	4	9	5	15	16
K02962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02963	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	6	11	9	4	9	5	15	16
K02965	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	7	11	9	4	9	5	15	16
K02966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02967	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	7	11	9	4	9	5	15	16
K02968	17	1	32	16	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	6	11	9	4	9	5	15	16
K02970	14	1	29	17	16	13	14	6	10	8	5	11	15	12	9	7	9	6	5	2	18	27	10	12	5	7	9	4	8	5	15	15
K02972	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K02974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02982	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	7	11	9	4	9	5	15	16
K02984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02986	17	1	33	17	17	13	15	6	10	9	6	11	15	13	9	7	9	6	5	3	18	35	11	13	7	11	9	4	9	5	15	16
K02987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02988	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	7	11	9	4	9	5	15	16
K02990	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	6	11	9	4	9	5	15	16
K02991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02992	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	7	11	9	4	9	5	15	16
K02994	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	7	11	9	4	9	5	15	16
K02995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K02996	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	7	11	9	4	9	5	15	16
K03040	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	6	11	9	4	9	5	15	16
K03041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
K03042	6	0	8	2	2	2	1	0	2	2	3	1	1	7	1	2	2	5	1	1	1	8	1	2	6	7	0	0	1	0	1	1
K03043	17	1	32	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	6	11	9	4	9	5	15	16
K03044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03046	17	1	35	20	19	15	14	6	10	8	6	12	16	14	9	7	9	6	5	2	24	34	12	14	6	11	10	5	10	6	17	18
K03047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03048	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
K03049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03057	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K03058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03060	8	0	11	4	6	3	4	1	4	3	5	2	2	7	1	3	2	6	2	2	2	12	3	5	5	9	0	0	5	1	3	2
K03070	26	1	44	28	27	18	21	8	16	10	9	14	19	15	12	8	11	8	6	2	28	54	15	21	10	19	11	5	21	8	21	23
K03071	0	0	1	1	0	0	1	1	0	1	0	1	3	0	0	0	0	0	0	0	1	2	1	2	0	3	0	0	0	1	1	0
K03072	14	1	28	17	15	13	14	6	10	8	2	11	15	12	9	7	8	5	5	2	18	27	10	11	1	6	9	4	8	4	14	15
K03073	17	1	31	16	16	13	13	5	10	8	6	11	15	13	8	7	8	6	5	2	18	26	10	12	6	11	9	4	9	5	15	15
K03074	14	1	27	15	14	12	8	4	9	7	2	9	9	11	8	6	8	5	5	2	17	26	9	9	2	6	8	4	8	4	13	14
K03075	17	1	31	17	16	13	14	6	10	8	6	11	15	13	9	7	9	6	5	2	18	27	10	12	6	11	9	4	9	5	15	16
K03076	20	1	33	17	17	13	15	6	11	8	6	11	16	13	9	7	9	6	5	2	19	27	11	14	7	11	9	4	12	5	15	16
K03077	6	0	22	12	14	7	7	3	7	4	0	6	9	6	5	2	2	1	1	1	15	24	7	11	4	14	5	2	6	3	8	6
K03078	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	5	0	0	0	0	0	0
K03079	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	1	0	1	6	0	0	0	0	0	0
K03086	61	2	80	40	37	41	38	19	27	24	14	28	53	30	29	20	19	13	20	5	38	55	26	25	16	30	29	12	27	10	39	48
K03087	26	1	31	14	15	17	15	8	10	10	7	8	20	10	10	6	7	5	8	3	12	15	9	7	9	16	12	5	9	4	16	20
K03088	158	15	642	408	357	257	350	184	178	150	31	269	465	214	227	115	184	49	44	10	521	487	234	328	41	57	225	106	137	112	304	317
K03089	4	0	4	3	1	3	3	2	2	2	0	2	0	0	0	0	2	4	1	0	2	7	1	1	0	5	2	1	1	2	4	4
K03090	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0
K03091	65	3	86	41	47	48	45	20	38	30	12	25	50	21	25	15	19	33	23	6	35	80	28	29	18	23	31	12	32	11	43	54
K03092	4	0	14	9	9	5	7	3	3	3	2	7	8	9	5	5	6	1	1	1	13	20	6	7	2	4	5	2	2	2	8	7
K03098	3	0	1	3	1	1	6	3	1	1	1	1	5	6	1	3	2	0	0	0	1	3	1	2	1	4	1	1	0	0	1	1
K03100	32	2	90	53	55	40	39	16	27	18	13	33	40	27	23	13	19	22	9	3	66	76	28	35	16	19	25	11	25	15	42	44
K03101	17	1	33	17	21	14	16	7	11	9	8	11	16	13	9	7	9	7	5	2	19	31	10	13	8	13	9	4	9	5	16	16
K03105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03106	25	1	36	17	17	13	15	6	11	9	9	11	16	20	9	9	10	6	6	3	19	27	11	14	9	16	10	4	12	5	16	17
K03110	28	2	46	25	23	21	20	9	14	13	7	15	22	22	13	12	13	7	8	4	28	36	15	15	8	15	15	6	12	7	22	25
K03111	31	1	48	22	28	20	21	9	15	11	15	13	26	19	10	7	11	15	6	2	27	45	17	24	19	26	13	5	19	9	24	24
K03112	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K03113	1	0	13	9	7	5	6	3	3	3	0	6	8	4	5	2	4	0	0	0	12	12	5	6	1	3	4	2	2	2	6	6
K03116	12	1	24	14	11	10	11	6	7	8	4	12	15	12	11	8	10	1	4	1	17	19	8	8	2	8	10	5	5	4	14	14
K03117	9	0	9	5	3	5	5	3	3	4	1	4	6	3	3	2	3	1	3	0	4	7	3	2	0	4	5	2	2	2	6	8
K03118	12	1	24	13	11	10	11	6	7	8	4	12	15	12	11	8	10	1	4	1	17	17	8	8	2	5	10	5	5	4	14	14
K03119	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K03120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03147	18	1	36	19	19	14	14	6	10	7	5	11	16	14	9	7	7	6	5	1	23	22	10	13	7	16	10	4	9	5	15	17
K03148	6	0	4	2	1	0	8	2	0	1	2	1	0	6	0	2	1	1	1	0	1	3	1	1	3	9	0	0	0	0	0	1
K03149	9	0	18	10	9	5	8	3	4	2	3	6	9	10	4	4	3	2	1	0	13	12	5	8	4	9	4	2	6	3	7	7
K03150	10	1	31	20	21	12	16	6	8	4	3	11	17	13	8	6	6	5	2	1	27	31	11	16	4	6	8	3	12	6	14	14
K03151	11	0	15	8	9	8	8	4	7	5	5	4	8	3	4	2	3	6	4	1	6	17	5	6	5	7	5	2	6	2	8	9
K03152	14	1	27	17	15	12	15	7	10	7	6	11	16	12	8	6	6	6	4	1	18	27	9	11	5	7	9	4	8	4	14	15
K03154	12	0	23	13	11	6	8	3	7	4	5	7	10	10	5	4	3	3	2	1	14	12	6	10	8	11	4	2	10	4	9	9
K03166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0
K03168	15	1	32	17	16	13	15	7	10	8	5	10	16	9	9	4	7	6	5	2	19	37	10	12	6	13	9	4	9	5	14	16
K03169	58	4	108	63	68	56	54	26	33	26	14	40	56	32	32	19	26	14	16	3	80	97	37	36	20	25	41	18	32	21	64	72
K03177	17	1	31	17	16	14	14	6	10	8	6	11	15	13	9	7	9	10	5	2	18	27	10	12	6	11	9	4	9	5	15	16
K03179	4	0	0	1	0	0	0	0	0	1	2	1	0	5	1	3	4	0	0	0	1	2	1	1	1	4	0	0	0	0	1	1
K03181	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
K03182	1	0	1	2	1	1	1	0	0	1	1	1	0	1	1	1	2	0	0	0	1	2	1	1	1	3	1	0	1	0	1	1
K03183	22	1	36	22	19	19	21	10	9	11	2	17	25	17	15	11	11	2	8	3	22	38	13	11	3	11	14	6	6	4	20	22
K03184	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	4	0	0	0	0	0	0
K03185	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	7	0	0	0	0	0	0
K03186	2	0	1	2	1	1	1	0	0	1	1	1	0	1	1	1	2	0	0	0	1	3	1	1	1	5	1	0	1	0	1	1
K03187	0	0	3	2	0	1	0	0	2	2	2	1	0	0	1	1	2	1	0	0	0	1	1	2	1	1	0	0	1	0	1	1
K03188	0	0	3	2	0	1	0	0	2	2	1	1	0	0	1	1	2	0	0	0	0	1	1	2	1	1	0	0	0	0	1	1
K03189	0	0	3	2	0	1	0	0	2	2	1	1	0	0	1	1	2	0	0	0	0	1	1	2	1	1	0	0	0	0	1	1
K03190	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	2	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1
K03191	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03194	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
K03195	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
K03196	1	0	0	0	1	1	0	0	0	0	2	1	1	0	0	0	0	5	0	0	0	0	0	0	3	2	0	0	0	0	2	0
K03199	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
K03200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
K03201	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
K03203	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
K03204	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
K03205	65	3	83	40	58	45	48	20	40	30	15	23	47	17	21	13	17	16	20	4	36	44	26	33	20	23	29	12	34	13	47	54
K03207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K03208	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0
K03210	17	1	33	17	17	13	14	6	10	9	5	11	15	13	9	7	9	6	5	3	18	35	11	13	6	11	9	4	8	5	15	16
K03212	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	0
K03214	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K03215	38	2	59	31	45	30	33	13	23	18	18	18	33	19	16	11	13	14	11	4	32	51	19	24	21	23	18	8	22	9	31	34
K03216	16	1	19	8	9	8	9	4	7	6	6	5	8	9	4	5	4	6	5	2	6	17	5	6	6	11	5	2	6	2	8	10
K03217	17	1	32	17	16	13	15	6	10	8	8	11	15	13	9	7	9	7	5	2	18	27	10	13	7	11	9	4	9	5	15	16
K03218	35	3	79	43	45	34	33	14	24	17	9	26	34	24	20	12	17	12	9	3	55	61	25	29	10	19	24	10	20	13	37	41
K03219	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0
K03220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K03221	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K03222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K03224	1	0	2	1	3	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	2	11	1	1	0	3	0	0	1	0	1	1
K03225	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K03226	3	0	3	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	2	0	0	4	1	1	1
K03227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K03228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K03229	3	0	3	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	2	0	0	4	1	1	1
K03230	3	0	3	2	4	1	2	0	2	0	0	0	1	0	0	0	0	0	1	0	2	13	2	3	0	2	0	0	4	1	1	2
K03231	3	0	4	1	7	2	3	0	2	1	3	0	2	0	0	0	0	3	0	0	2	2	2	3	6	4	0	0	4	1	3	2
K03232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03237	8	0	10	4	3	6	5	3	3	4	0	3	6	3	3	2	3	0	3	1	4	5	3	2	1	2	5	2	2	1	5	7
K03238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03243	6	0	4	2	5	2	2	0	2	1	3	0	2	5	0	2	1	2	0	0	2	2	1	3	4	3	0	0	4	1	2	2
K03263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03269	1	0	13	9	7	5	6	3	3	2	0	7	8	4	5	2	4	0	0	0	12	12	5	6	0	3	4	2	2	2	7	6
K03270	1	0	14	10	8	5	8	4	3	3	0	7	8	4	5	2	5	0	1	1	13	13	5	6	0	3	5	2	2	2	7	6
K03271	3	0	4	4	5	2	4	3	1	2	1	2	5	6	1	3	2	0	1	2	2	7	2	4	1	6	1	0	1	1	2	2
K03272	5	0	2	1	1	1	1	0	0	2	3	2	0	10	1	5	3	4	1	1	0	2	1	1	1	4	0	0	1	0	1	0
K03273	3	0	3	3	4	1	4	3	1	2	1	1	5	5	1	3	2	0	1	2	2	4	2	4	1	3	1	0	1	1	1	1
K03274	3	0	1	2	0	1	3	2	1	1	1	2	4	7	1	3	2	4	1	1	1	4	0	0	1	3	1	1	0	0	1	1
K03275	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	0	0
K03276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	0	0	0	0	0	0
K03277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K03278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K03279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K03280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K03281	15	1	33	19	15	10	10	5	7	6	6	11	16	21	9	9	9	1	2	2	26	32	11	15	6	16	8	4	8	6	13	12
K03282	16	1	31	16	12	12	17	7	9	8	2	11	14	13	9	7	9	5	5	2	17	26	10	11	4	10	10	4	8	5	14	14
K03284	9	1	40	24	23	13	15	6	10	6	6	13	18	15	10	6	8	6	2	1	32	36	13	18	8	10	9	4	10	7	16	15
K03285	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
K03286	5	1	42	30	21	13	25	10	8	5	2	20	18	15	14	8	7	0	1	1	36	34	12	14	1	9	12	6	7	7	18	15
K03288	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03289	1	0	11	8	6	4	0	0	2	2	0	4	3	3	4	2	4	0	0	0	12	11	4	3	0	4	3	2	2	2	6	5
K03290	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0
K03291	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	6	0	0	0	0	0	0
K03292	49	3	72	42	41	35	42	20	28	24	1	21	45	16	18	10	18	3	15	3	39	50	26	35	4	24	29	12	26	13	38	46
K03293	10	0	9	7	0	1	1	1	0	1	1	0	0	6	1	0	0	1	1	1	2	17	1	2	5	29	1	0	1	1	0	0
K03294	8	0	21	11	12	6	7	1	4	2	3	5	4	5	4	1	1	2	2	2	14	20	5	6	6	11	3	1	6	3	7	7
K03296	32	4	147	99	84	57	59	32	35	27	9	67	84	66	53	35	41	2	6	4	133	121	50	61	6	23	48	23	28	26	74	71
K03297	1	0	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	3	0	0	0	0	0	0
K03298	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K03299	7	0	10	7	3	4	5	3	1	3	1	4	9	5	4	2	2	1	3	1	5	17	3	4	1	17	3	1	2	1	3	5
K03300	3	0	3	1	1	2	4	1	2	2	0	0	0	0	0	0	1	0	3	1	2	3	1	1	0	0	2	1	1	1	3	4
K03301	3	0	0	0	0	0	0	0	0	0	1	0	0	5	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
K03303	2	0	17	12	11	7	7	3	3	2	2	6	9	5	5	2	2	1	1	1	18	25	7	7	3	7	5	2	4	4	8	8
K03304	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K03305	3	0	14	14	8	5	8	6	3	4	3	7	12	10	6	5	6	0	0	0	15	17	6	9	2	11	5	3	3	3	7	7
K03306	1	0	14	9	7	4	3	2	3	2	1	5	7	4	4	2	2	0	1	2	12	13	5	6	1	5	4	2	3	3	5	5
K03307	11	1	54	34	27	18	14	9	14	9	5	20	24	22	14	10	9	6	5	4	43	46	17	23	6	9	13	5	12	9	21	19
K03308	35	2	53	27	26	26	27	12	19	16	8	19	29	18	16	11	14	10	12	3	27	53	18	18	14	14	19	8	18	8	29	33
K03309	4	0	5	3	2	2	3	1	3	2	2	1	1	0	0	0	1	1	3	1	2	11	2	2	3	1	2	1	2	2	4	4
K03310	34	1	63	29	33	27	30	12	22	17	11	18	30	17	18	12	12	16	15	9	28	45	21	23	17	18	18	8	19	8	28	30
K03311	5	0	9	4	4	4	4	2	2	3	3	2	6	3	3	2	1	1	4	3	3	21	3	2	2	4	2	1	1	0	3	4
K03312	3	0	20	11	12	6	4	1	6	3	2	6	4	3	4	1	1	2	5	3	13	13	5	7	3	5	3	1	6	3	8	6
K03313	3	0	16	9	8	5	5	2	3	2	1	6	3	4	5	2	4	0	1	1	12	12	4	4	1	6	4	2	3	2	6	6
K03314	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
K03315	1	0	17	9	8	5	7	3	3	3	0	7	8	4	5	2	4	0	1	1	13	18	5	6	2	5	4	2	2	2	7	6
K03316	2	0	5	2	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	1	3	9	0	0	0	0	0	0
K03317	0	0	1	3	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	21	1	0	0	8	0	0	1	0	0	0
K03319	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	5	0	0	0	8	0	0	0	0	1	0
K03320	15	1	43	26	19	15	29	15	15	12	8	15	37	11	10	4	9	9	6	4	21	31	15	28	12	17	13	6	10	6	15	16
K03321	4	0	15	12	12	6	8	4	3	3	1	7	8	9	4	4	3	1	0	0	13	22	6	7	2	5	4	2	3	3	7	6
K03322	3	0	15	9	8	5	7	3	3	2	2	5	8	5	4	2	2	1	1	0	12	11	4	6	3	7	4	2	2	2	6	6
K03324	25	1	56	32	32	27	24	11	18	14	6	21	30	15	18	9	10	9	9	2	37	43	18	19	9	13	19	8	13	8	28	31
K03325	1	0	10	8	7	5	4	2	2	0	0	3	3	3	2	1	1	0	2	2	12	10	4	4	1	1	3	1	2	2	4	5
K03326	0	0	1	1	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	1	4	1	1	0	5	0	0	0	0	10	0
K03327	33	2	96	59	59	41	44	20	26	20	9	38	54	36	32	20	22	9	11	4	73	98	32	38	10	19	28	13	22	14	45	47
K03328	0	0	2	2	0	0	9	4	1	2	0	2	7	3	2	1	3	0	0	0	1	2	1	3	0	1	2	1	1	0	1	1
K03329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
K03330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K03332	9	1	17	11	8	6	16	8	5	4	3	7	14	11	5	5	5	0	1	0	14	15	6	9	1	1	8	3	3	4	9	11
K03335	0	0	1	3	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0
K03336	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0
K03337	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0
K03338	0	0	2	2	1	0	6	3	1	1	0	1	5	1	0	0	1	0	0	0	1	2	1	3	1	1	1	1	0	0	0	0
K03339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0
K03340	4	1	17	12	12	7	7	3	3	2	3	7	9	10	5	4	4	2	1	0	18	22	6	7	4	3	5	2	3	3	8	8
K03342	1	0	3	2	5	2	5	1	1	0	3	2	1	0	0	0	0	2	1	1	1	2	0	1	4	2	0	0	1	0	2	2
